cancer	subtype	gene	AYA_mut	AYA_wt	OA_mut	OA_wt	AYA_mut_ratio	OA_mut_ratio	Diff_AYA_OA	Higher_in_AYA	P
Lymphoid tumor	MTNN	CD274-PDCD1LG2	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	ARID1A-FAF1	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-EIF4A2	0	3	0	7	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	MYC-TMEM121	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	APC-NCRNA00202	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	TCF3-ZBTB7A	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	FANCA-PAX5	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	MYD88-VILL	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	PUS10-REL	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	CREBBP-intragenic	0	1	0	10	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2C-intragenic	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	MSH6-intragenic	0	3	1	13	0.000000	0.071429	0.071429	0	fisher.test(matrix(c(0,3,1,13),nrow=2))$p.value
Lymphoid tumor	MTNN	CRLF2-DHRSX	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	CD274-LPIN1	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	REL-intragenic	0	3	0	7	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CD79B-TTLL7	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	RPS6KA4-SYPL1	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	SMARCA4-intragenic	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	GNA11-intragenic	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	FAS-PTEN	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	NF2-SFI1	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	NF1-intragenic	0	4	0	10	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	GSTM5-intragenic	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL2-IGH	0	3	0	17	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,17),nrow=2))$p.value
Lymphoid tumor	MTNN	FLT3-intragenic	0	4	0	20	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,20),nrow=2))$p.value
Lymphoid tumor	MTNN	ERCC2-intragenic	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	FLT4-intragenic	0	1	0	12	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,12),nrow=2))$p.value
Lymphoid tumor	MTNN	AURKA-intragenic	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2A-MLLT3	0	4	0	20	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,20),nrow=2))$p.value
Lymphoid tumor	MTNN	KDM6B-intragenic	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	ABL1-SERINC2	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2D-LARP4	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2D-UPF3A	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV6-FOXO1	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	TRBJ2-7-TRBV11-2	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	PML-RARA	0	4	0	20	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,20),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV6-PAX5	0	1	0	5	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,5),nrow=2))$p.value
Lymphoid tumor	MTNN	ASXL1-intragenic	0	3	0	16	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,16),nrow=2))$p.value
Lymphoid tumor	MTNN	FANCD2-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	SMC3-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ALK-CCSER1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	AFF1-KMT2A	0	3	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	ABL1-intergenic	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV6-FLT3	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHE-MYEOV	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ERBB4-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-S1PR2	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-IL21R	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CIITA-IGH	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	AR-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	MAP2K1-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-IGH	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	FLT4-FRMD4A	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CD58-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHA1-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-CIITA	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	CD79B-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	PRDM1-intragenic	0	3	0	15	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	PIK3C2B-SLC6A11	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	MYC-intergenic	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	CCND1-IGH	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2D-intragenic	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL2-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2A-intragenic	0	2	0	8	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,8),nrow=2))$p.value
Lymphoid tumor	MTNN	FGFR2-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	PMS2-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-TNFAIP8	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	MYD88-intragenic	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	FANCD2-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ABCA1-CBL	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHJ4-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCOR-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	NF1-RAB11FIP4	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	LMNA-SOCS1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	RB1-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	SUZ12-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	TP53-intragenic	0	2	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	SOCS1-intragenic	0	3	0	15	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	TRAJ21-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	MMSET-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-NME5	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	PDCD1LG2-intragenic	0	1	0	8	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,8),nrow=2))$p.value
Lymphoid tumor	MTNN	MYC-intragenic	0	4	0	15	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-intergenic	0	3	0	15	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV5-SIL1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	SMAD4-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	TRAV38-2DV8-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL2-IGHJ3	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	GRK4-HNF1A	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ACOT11-RP11	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHJ4-IGHV4-59	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHD2-2-LINC00484	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV6-IGH	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ZFP36L1-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL2-IGHJ6	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2D-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHE-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-ZFP36L1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-WWOX	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ELL-KMT2A	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-TBL1XR1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	PIM1-intragenic	0	3	0	15	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,15),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHJ1-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	ARID2-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-IGHE	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHE-MYC	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-IGL	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-IKZF1	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	ABCB9-IGH	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGHD3-9-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-ST6GAL1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-MYC	0	4	0	16	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,16),nrow=2))$p.value
Lymphoid tumor	MTNN	NFKBIZ-intragenic	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	MYB-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-LPP	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL2-IGHD	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	KDM6B-PITPNM3	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	LMO3-RELL1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL2-MPST	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-MPST	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	JAK2-TTC7B	0	0	1	6	NA	0.142857	NA	NA	fisher.test(matrix(c(0,0,1,6),nrow=2))$p.value
Lymphoid tumor	MTNN	FUS-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CBFA2T3-IGH	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CDKN1B-ETV6	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	KCNIP1-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	SBNO2-STK11	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	GATA6-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	EP300-intragenic	0	0	0	10	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	STAG2-intragenic	1	0	0	11	1.000000	0.000000	1.000000	1	fisher.test(matrix(c(1,0,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	TAL2-TRB	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	DLEU2-SF3B1	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2A-MLLT4	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	TRDV2-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	TRGJ2-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	DEPDC5-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CUX1-intragenic	0	1	0	11	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,11),nrow=2))$p.value
Lymphoid tumor	MTNN	PEX13-REL	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2A-MLLT1	0	2	0	8	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,8),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-TRAJ41	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	PARK2-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	IGH-intergenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	TRA-intragenic	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	BCL6-CYP2D8P	0	0	0	7	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CIITA-SOCS1	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	BMPR1A-NUDT9P1	1	0	0	3	1.000000	0.000000	1.000000	1	fisher.test(matrix(c(1,0,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2A-RNF214	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	TAP1-intragenic	0	1	0	3	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,3),nrow=2))$p.value
Lymphoid tumor	MTNN	EGLN1-intragenic	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	KMT2A-RP11	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	ZNF276-intragenic	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	ARID1A-intragenic	0	3	0	8	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,8),nrow=2))$p.value
Lymphoid tumor	MTNN	CDKN1B-intragenic	0	3	0	8	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,8),nrow=2))$p.value
Lymphoid tumor	MTNN	RARA-intergenic	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	RUNX1-RUNX1T1	0	6	0	10	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,6,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	-RUNX1	0	6	0	10	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,6,0,10),nrow=2))$p.value
Lymphoid tumor	MTNN	ETV4-intergenic	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	MEF2BNB-MEF2B-intragenic	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	TET1-intragenic	0	2	0	4	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,4),nrow=2))$p.value
Lymphoid tumor	MTNN	BIRC3-MALT1	0	2	0	7	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,7),nrow=2))$p.value
Lymphoid tumor	MTNN	CALR-intragenic	0	3	0	8	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,3,0,8),nrow=2))$p.value
